id;judul;isbn_issn;tahun_terbit;deskripsi;rating
1444;120 OPTIMALISASI PERAN PERWIRA WASRIK DALAM MENINGKATKAN KINERJA SATUAN GUNA MEWUJUDKAN OPINI WAJAR DI KODAM IBB;979000022;2020;Taskap yang dibuat dengan Judul 120 OPTIMALISASI PERANPERWIRA WASRIK DALAM MENINGKATKAN KINERJA SATUAN GUNA MEWUJUDKAN OPINI WAJAR DI KODAM IBB.;5.000.000
1445;121 OPTIMALISASI SISTEM WERVING PRAJURIT GUNA MENINGKATKAN MINAT MASYARAKAT;979000023;2020;Taskap yang dibuat dengan Judul 121 OPTIMALISASI SISTEM WERVING PRAJURIT GUNA MENINGKATKAN MINAT MASYARAKAT.;5.000.000
1446;122 OPTIMALISASI PERAN SATUAN YONZIPUR 8 SMG DALAM PENANGANAN ANCAMAN BOM;979000024;2020;Taskap yang dibuat dengan Judul 122 OPTIMALISASI PERAN SATUAN YONZIPUR 8 SMG DALAM PENANGANAN ANCAMAN BOM.;5.000.000
1447;123 OPTIMALISASI PERAN SATGAS PAMRAHWAN DALAM RANGKA RESOLUSI KONFLIK DI MALUKU MELALUI PENDEKATAN KEARIFAN LOKAL;979000025;2020;Taskap yang dibuat dengan Judul 123 OPTIMALISASI PERAN SATGAS PAMRAHWAN DALAM RANGKA RESOLUSI KONFLIK DI MALUKU MELALUI PENDEKATAN KEARIFAN LOKAL.;5.000.000
1448;124 ANALISIS KINERJA APARAT INTELIJEN KODAM XII TPR GUNA MENCEGAH KEGIATAN ILEGAL;979000026;2020;Taskap yang dibuat dengan Judul 124 ANALISIS KINERJA APARAT INTELIJEN KODAM XII TPR GUNA MENCEGAH KEGIATAN ILEGAL.;5.000.000
1449;125 OPTIMALISASI KEMAMPUAN SEARCH AND RESCUE KODIM 0821 LUMAJANG DALAM PENANGANAN BENCANA DI KABUPATEN LUMAJANG;979000027;2020;Taskap yang dibuat dengan Judul 125 OPTIMALISASI KEMAMPUAN SEARCH AND RESCUE KODIM 0821 LUMAJANG DALAM PENANGANAN BENCANA DI KABUPATEN LUMAJANG.;5.000.000
1450;126 OPTIMALISASI PROGRAM PEMBERANTASAN PENYALAHGUNAAN DAN PEREDARAN GELAP NARKOBA P4GN GUNA MENCEGAH PENYALAHGUNAAN NARKOBA DI JAJARAN KODAM IBB;979000028;2020;Taskap yang dibuat dengan Judul 126 OPTIMALISASI PROGRAM PEMBERANTASAN PENYALAHGUNAAN DAN PEREDARAN GELAP NARKOBA P4GN GUNA MENCEGAH PENYALAHGUNAAN NARKOBA DI JAJARAN KODAM IBB.;5.000.000
1451;127 UPAYA MEMPERTAHANKAN KEUTUHAN NKRI DALAM MENGHADAPI PERANG TEKNOLOGI;979000029;2020;Taskap yang dibuat dengan Judul 127 UPAYA MEMPERTAHANKAN KEUTUHAN NKRI DALAM MENGHADAPI PERANG TEKNOLOGI.;4.000.000
1452;128 UPAYA PENINGKATAN KESADARAN BELA NEGARA GENERASI MUDA MELALUI PENYELENGGARAAN PENDIDIKAN DAN PELATIHAN BELA NEGARA DALAM RANGKA TERWUJUDNYA PERTAHANAN NEGARA YANG TANGGUH;979000030;2020;Taskap yang dibuat dengan Judul 128 UPAYA PENINGKATAN KESADARAN BELA NEGARA GENERASI MUDA MELALUI PENYELENGGARAAN PENDIDIKAN DAN PELATIHAN BELA NEGARA DALAM RANGKA TERWUJUDNYA PERTAHANAN NEGARA YANG TANGGUH.;5.000.000
1453;129 PERAN KODIM 0603 LEBAK DALAM RANGKA MENGANTISIPASI TERJADINYA BENCANA BANJIR DI KABUPATEN LEBAK;979000031;2020;Taskap yang dibuat dengan Judul 129 PERAN KODIM 0603 LEBAK DALAM RANGKA MENGANTISIPASI TERJADINYA BENCANA BANJIR DI KABUPATEN LEBAK.;5.000.000
1454;13 OPTMALISASI PERAN TNI DI KODAM XVII CENDRAWASIH DALAM MENDUKUNG KETAHANAN PANGAN NASIONAL DI PAPUA MELALUI KEGIATAN CETAK SAWAH;979000032;2020;Taskap yang dibuat dengan Judul 13 OPTMALISASI PERAN TNI DI KODAM XVII CENDRAWASIH DALAM MENDUKUNG KETAHANAN PANGAN NASIONAL DI PAPUA MELALUI KEGIATAN CETAK SAWAH.;5.000.000
1455;130 PENGARUH KEPEMIMPINAN KOMANDAN DETASEMEN DALAM RANGKA PENINGKATAN SDM PASUKAN PENGAMANAN PRESIDEN DI GRUP B;979000033;2020;Taskap yang dibuat dengan Judul 130 PENGARUH KEPEMIMPINAN KOMANDAN DETASEMEN DALAM RANGKA PENINGKATAN SDM PASUKAN PENGAMANAN PRESIDEN DI GRUP B.;5.000.000
1456;131 OPTIMALISASI KEMAMPUAN DENINTELDAM IV DIPONEGORO DALAM RANGKA MENCEGAH AKSI TERORISME;979000034;2020;Taskap yang dibuat dengan Judul 131 OPTIMALISASI KEMAMPUAN DENINTELDAM IV DIPONEGORO DALAM RANGKA MENCEGAH AKSI TERORISME.;5.000.000
1457;132 PERAN KOMANDO DISTRIK MILITER 1311 MOROWALI DALAM MEMBENTUK RESISTENSI MASYARAKAT DARI ANCAMAN RADIKALISME;979000035;2020;Taskap yang dibuat dengan Judul 132 PERAN KOMANDO DISTRIK MILITER 1311 MOROWALI DALAM MEMBENTUK RESISTENSI MASYARAKAT DARI ANCAMAN RADIKALISME.;4.500.000
1458;133 KAPABILITAS KOMANDAN BATALYON DALAM MENINGKATKAN KUALITAS PASUKAN REAKSI CEPAT PENANGGULANGAN BENCANA DI YONKAF 6NAGA KARIMATA GUNA PENANGANAN BENCANA ALAM BANJIR;979000036;2020;Taskap yang dibuat dengan Judul 133 KAPABILITAS KOMANDAN BATALYON DALAM MENINGKATKAN KUALITAS PASUKAN REAKSI CEPAT PENANGGULANGAN BENCANA DI YONKAF 6NAGA KARIMATA GUNA PENANGANAN BENCANA ALAM BANJIR.;5.000.000
1459;134 PENGARUH KEBIJAKAN SENTRALISASI PENERIMAAN CALON PRAJURIT TNI AD DI KODAM IV DIP;979000037;2020;Taskap yang dibuat dengan Judul 134 PENGARUH KEBIJAKAN SENTRALISASI PENERIMAAN CALON PRAJURIT TNI AD DI KODAM IV DIP.;4.000.000
1460;135 OPTMALISASI PEMBINAAN KEMAMPUAN KONTRUKSI PRAJURIT YONZIKON 13KE GUNA MENDUKUNG TUPOK TNI AD;979000038;2020;Taskap yang dibuat dengan Judul 135 OPTMALISASI PEMBINAAN KEMAMPUAN KONTRUKSI PRAJURIT YONZIKON 13KE GUNA MENDUKUNG TUPOK TNI AD.;5.000.000
1461;136 REVITALISASI UU RI NO 15 TAHUN 2012 TENTANG VETERAN DALAM PELAYANAN ADMINISTRASI VETERAN RI GUNA MEWUJUDKAN KESEJAHTERAAN VETERAN;979000039;2020;Taskap yang dibuat dengan Judul 136 REVITALISASI UU RI NO 15 TAHUN 2012 TENTANG VETERAN DALAM PELAYANAN ADMINISTRASI VETERAN RI GUNA MEWUJUDKAN KESEJAHTERAAN VETERAN.;5.000.000
1462;137 UPAYA MENINGKATKAN PENANGANAN KESENJANGAN SOSIAL EKONOMI PERBATASAN RI KALBAR MALAYSIA MELALUI PENDEKATAN KESEJAHTERAAN DAN NLAI NILAI KEBANGSAAN;979000040;2020;Taskap yang dibuat dengan Judul 137 UPAYA MENINGKATKAN PENANGANAN KESENJANGAN SOSIAL EKONOMI PERBATASAN RI KALBAR MALAYSIA MELALUI PENDEKATAN KESEJAHTERAAN DAN NLAI NILAI KEBANGSAAN.;5.000.000
1463;138 PENGEMBANGAN SUBDENPOM 163 NATUNA MENJADI DENPOM GUNA MENDUKUNG TUPOK KOREM 033 WP;979000041;2020;Taskap yang dibuat dengan Judul 138 PENGEMBANGAN SUBDENPOM 163 NATUNA MENJADI DENPOM GUNA MENDUKUNG TUPOK KOREM 033 WP.;5.000.000
1464;139 IMPLEMENTASI FUGSI PENELITIAN PENYARINGAN KANMINVET GUNA PENDATAAN KOMPONEN CADANGAN DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD;979000042;2020;Taskap yang dibuat dengan Judul 139 IMPLEMENTASI FUGSI PENELITIAN PENYARINGAN KANMINVET GUNA PENDATAAN KOMPONEN CADANGAN DALAM RANGKA MENDUKUNG TUGAS POKOK TNI AD.;5.000.000
1465;14 PERAN KODIM 1715 YAHUKIMO MELAKUKAN PERBANTUAN KEPADA PEMERINTAH DAERAH MELALUI BINTER DI WILAYAH KABUPATEN YAHUKIMO;979000043;2020;Taskap yang dibuat dengan Judul 14 PERAN KODIM 1715 YAHUKIMO MELAKUKAN PERBANTUAN KEPADA PEMERINTAH DAERAH MELALUI BINTER DI WILAYAH KABUPATEN YAHUKIMO.;5.000.000
1466;140 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT KODAM III SILIWANGI;979000044;2020;Taskap yang dibuat dengan Judul 140 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT KODAM III SILIWANGI.;5.000.000
1467;141 IMPLEMENTASI KOREM 062 TARUMANEGARA DALAM RANGKA MENGHADAPI ANCAMAN BENCANA ALAM;979000045;2020;Taskap yang dibuat dengan Judul 141 IMPLEMENTASI KOREM 062 TARUMANEGARA DALAM RANGKA MENGHADAPI ANCAMAN BENCANA ALAM.;5.000.000
1468;142 OPTIMALISASI PERAN BABINSA PERKOTAAN DALAM MELAKSANAKAN PEMBINAAN TERITORIAL;979000046;2020;Taskap yang dibuat dengan Judul 142 OPTIMALISASI PERAN BABINSA PERKOTAAN DALAM MELAKSANAKAN PEMBINAAN TERITORIAL.;5.000.000
1469;143 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT BATALYON INFANTERI;979000047;2020;Taskap yang dibuat dengan Judul 143 OPTIMALISASI PEMBINAAN KEMAMPUAN JASMANI PRAJURIT BATALYON INFANTERI.;4.500.000
1470;144 OPTIMALISASI GELAR KEKUATAN TNI DI KEPULAUAN NATUNA;979000048;2020;Taskap yang dibuat dengan Judul 144 OPTIMALISASI GELAR KEKUATAN TNI DI KEPULAUAN NATUNA.;5.000.000
1471;145 OPTIMALISASI PERAN KOREM 132 TDL DALAM PENANGGULANGAN BENCANA ALAM;979000049;2020;Taskap yang dibuat dengan Judul 145 OPTIMALISASI PERAN KOREM 132 TDL DALAM PENANGGULANGAN BENCANA ALAM.;5.000.000
1472;146 PERAN PERENCANAAN PROGRAM DAN ANGGARAN ZIDAM VI MULAWARMAN;979000050;2020;Taskap yang dibuat dengan Judul 146 PERAN PERENCANAAN PROGRAM DAN ANGGARAN ZIDAM VI MULAWARMAN.;5.000.000
1473;147 OPTIMALISASI SINEGRITAS TNI DAN KEMENTRIAN PUPR DALAM MEMBANGUN JALAN PERBATASAN RI MALAYSIA;979000051;2020;Taskap yang dibuat dengan Judul 147 OPTIMALISASI SINEGRITAS TNI DAN KEMENTRIAN PUPR DALAM MEMBANGUN JALAN PERBATASAN RI MALAYSIA.;5.000.000
1474;148 OPTIMALISASI PERAN DENHAR DALAM MEMBANTU PENANGGULANGAN BENCANA ALAM;979000052;2020;Taskap yang dibuat dengan Judul 148 OPTIMALISASI PERAN DENHAR DALAM MEMBANTU PENANGGULANGAN BENCANA ALAM.;5.000.000
1475;149 IMPLEMENTASI PERAN KEPEMIMPINAN STRATTEGIS PERWIRA TNI AD;979000053;2020;Taskap yang dibuat dengan Judul 149 IMPLEMENTASI PERAN KEPEMIMPINAN STRATTEGIS PERWIRA TNI AD.;5.000.000
1476;15 OPTIMALISASI PERAN KANTOR ATASE PERTAHANAN RI DI AFRIKA SELATAN DALAM RANGKA MENGATASI GERAKAN PENDUKUNG FREE WEST PAPUA DI AFRIKA SELATAN;979000054;2020;Taskap yang dibuat dengan Judul 15 OPTIMALISASI PERAN KANTOR ATASE PERTAHANAN RI DI AFRIKA SELATAN DALAM RANGKA MENGATASI GERAKAN PENDUKUNG FREE WEST PAPUA DI AFRIKA SELATAN.;5.000.000
1477;150 OPTIMALISASI PERAN BINTARA PENYIDIK DALAM MENGHADAPI TUNTUTAN TUGAS DI SATUAN;979000055;2020;Taskap yang dibuat dengan Judul 150 OPTIMALISASI PERAN BINTARA PENYIDIK DALAM MENGHADAPI TUNTUTAN TUGAS DI SATUAN.;5.000.000
1478;151 KONSPIRASI DUNIA PALING GILAN DAN MENCENGANGKAN;97979544810;2012;Konspirasi merupakan kata yang akan membuat kita terbayang akan sebuah bentuk persekongkolan  permufakatan  atau komplotan yang bersifat rahasia dan dicap sebagai misteri di balik peristiwa-peristiwa kontroversial (bersifat menimbulkan perdebatan).;5.000.000
1479;151 STRATEGI KODAM IISWJ GUNA MENINGKATKAN KESEJAHTERAAN SUKU ANAK DALAM SAD DI KABUPATEN SAROLANGUN JAMBI;979000057;2020;Taskap yang dibuat dengan Judul 151 STRATEGI KODAM IISWJ GUNA MENINGKATKAN KESEJAHTERAAN SUKU ANAK DALAM SAD DI KABUPATEN SAROLANGUN JAMBI.;5.000.000
1480;152 OPTIMALISASI PENDAMPINGAN BABINSA KODIM 0506TGR DALAM RANGKA MENGINKATKAN SWASEMBADA PANGAN DI WILAYAH KABUPATEN TANGERANG;979000058;2020;Taskap yang dibuat dengan Judul 152 OPTIMALISASI PENDAMPINGAN BABINSA KODIM 0506TGR DALAM RANGKA MENGINKATKAN SWASEMBADA PANGAN DI WILAYAH KABUPATEN TANGERANG.;5.000.000
1481;153 OPTIMALISASI POLISI MILITER ANGKATAN DARAT DALAM PEMBERANTAS TINDAK PIDANA KORUPSI DILINGKUNGAN TNI AD;979000059;2020;Taskap yang dibuat dengan Judul 153 OPTIMALISASI POLISI MILITER ANGKATAN DARAT DALAM PEMBERANTAS TINDAK PIDANA KORUPSI DILINGKUNGAN TNI AD.;5.000.000
1482;154 MENINGKATKAN PERAN KOREM DALAM MEMBINA KESIAPAN OPERASIONAL YONIF TER;9,7923E+11;1996;Taskap yang dibuat dengan Judul 154 MENINGKATKAN PERAN KOREM DALAM MEMBINA KESIAPAN OPERASIONAL YONIF TER;5.000.000
